iter	RMSE
770	0.003472714058
771	0.003467690534
772	0.003467668428
773	0.003465295602
774	0.00345936321
775	0.003456240438
776	0.003456237661
777	0.003453528652
778	0.003453068173
779	0.003452860712
780	0.003452675747
781	0.003447222601
782	0.00344186729
783	0.003439105675
784	0.003438055632
785	0.003438055019
786	0.003435595638
787	0.003434739393
788	0.003433727303
789	0.003428642739
790	0.003428639341
791	0.003423304665
792	0.003419412842
793	0.003418001044
794	0.003415506775
795	0.003409932832
796	0.003403881489
797	0.003399571815
798	0.003394596842
799	0.003391683108
800	0.003388524265
801	0.003383936617
802	0.003383511478
803	0.003382437636
804	0.003379652682
805	0.003374271395
806	0.003374270848
807	0.003371400192
808	0.003367490475
809	0.003366201618
810	0.003363261539
811	0.003363162305
812	0.003360808613
813	0.003358607032
814	0.003357609913
815	0.003357593028
816	0.003355181218
817	0.003354309581
818	0.00335220823
819	0.003351447083
820	0.003348956117
821	0.003347842635
822	0.003345258895
823	0.003341891634
824	0.003341768606
825	0.00333902106
826	0.003335146429
827	0.003335015937
828	0.00333258758
829	0.003331300716
830	0.00333041553
831	0.003330415038
832	0.003330255294
833	0.003329291379
834	0.0033249302
835	0.003322560163
836	0.003317338717
837	0.003316427363
838	0.003312209088
839	0.003307648113
840	0.003304659081
841	0.003301167637
842	0.003299351505
843	0.003294557868
844	0.003291925925
845	0.003291925527
846	0.003291921222
847	0.003291472213
848	0.003290328899
849	0.003285737045
850	0.003285575859
851	0.003283904237
852	0.003280286329
853	0.00327937563
854	0.003275225522
855	0.00327522274
856	0.003273395358
857	0.003271222164
858	0.003271221818
859	0.003271219495
860	0.003270763097
861	0.003268247532
862	0.003267277051
863	0.003263187384
864	0.003258410607
865	0.003254456598
866	0.003251779361
867	0.003251098843
868	0.003248949875
869	0.003245876085
870	0.003241898846
871	0.003239373852
872	0.003238954868
873	0.003235304078
874	0.003233123739
875	0.00323228067
876	0.003228073157
877	0.003226743939
878	0.003222845288
879	0.003217791364
880	0.003217549503
881	0.003214885559
882	0.003214623766
883	0.003210124289
884	0.003208466604
885	0.003207233232
886	0.003204263974
887	0.003200137037
888	0.003195166847
889	0.00318990378
890	0.003188450042
891	0.00318740457
892	0.003184250263
893	0.003183120581
894	0.003182524962
895	0.003179436923
896	0.00317933613
897	0.003176426112
898	0.003173977705
899	0.003173936036
900	0.003173689067
901	0.003173688835
902	0.003170521531
903	0.003170390218
904	0.003166784725
905	0.003165692076
906	0.003162920505
907	0.003162345462
908	0.003161813056
909	0.00315997846
910	0.003159486284
911	0.003157328854
912	0.003152871277
913	0.003148374196
914	0.003148373992
915	0.003144772647
916	0.003140875048
917	0.003140531183
918	0.003139216106
919	0.003137898617
920	0.003137817911
921	0.00313325662
922	0.003131450013
923	0.003131449832
924	0.00312788611
925	0.003125236256
926	0.003122426464
927	0.003119517303
928	0.00311463072
929	0.003113107688
930	0.003112457682
931	0.00311054957
932	0.003106102988
933	0.003101782942
934	0.003100123773
935	0.003099156607
936	0.003099152635
937	0.003098854437
938	0.003095646381
939	0.003091348944
940	0.003091001501
941	0.003087651148
942	0.003086753467
943	0.003086753299
944	0.003086498435
945	0.003086423827
946	0.003082820778
947	0.003081471832
948	0.003077022281
949	0.003072748666
950	0.003068118351
951	0.003067693844
952	0.003067626895
953	0.003066477893
954	0.003064381632
955	0.003063927242
956	0.00306339321
957	0.003063149474
958	0.003061374602
959	0.003058453507
960	0.003058157969
961	0.00305518973
962	0.003052200779
963	0.003050756637
964	0.003049190789
965	0.00304804462
966	0.003045947169
967	0.00304585845
968	0.003041465003
969	0.003036267995
970	0.003034829991
971	0.003034000094
972	0.003031338002
973	0.003029912293
974	0.003027833578
975	0.003023528382
976	0.003019258654
977	0.003017680518
978	0.003016995909
979	0.003014893461
980	0.003014569762
981	0.003011293265
982	0.003011179463
983	0.003008859534
984	0.003007957404
985	0.003005120465
986	0.003003269295
987	0.003002416162
988	0.002999699793
989	0.002996973348
990	0.002994254717
991	0.002991937717
992	0.002988805872
993	0.002987300686
994	0.002985502585
995	0.002983941028
996	0.002981567948
997	0.002979591241
998	0.002978174389
999	0.002975299678
