iter	RMSE
0	0.01763849675
1	0.0175573014
2	0.01747673058
3	0.01743315747
4	0.01735724948
5	0.0173122487
6	0.01724930011
7	0.01718121958
8	0.01710884124
9	0.01704952479
10	0.01697886004
11	0.01691394268
12	0.01683821295
13	0.01677796198
14	0.0167153343
15	0.01664827355
16	0.01657936095
17	0.01652015333
18	0.01645728503
19	0.01638263037
20	0.01630527537
21	0.01624742288
22	0.01618886655
23	0.0161159627
24	0.01606219232
25	0.01601314816
26	0.01594288615
27	0.01589485546
28	0.01584123842
29	0.01579437156
30	0.01572924435
31	0.0156592587
32	0.01559121574
33	0.01552412176
34	0.01546152145
35	0.01539666069
36	0.0153322728
37	0.01526388025
38	0.0152027902
39	0.01514212331
40	0.0150930667
41	0.01504398818
42	0.01499346577
43	0.01494083514
44	0.01488321805
45	0.01481895558
46	0.01476701245
47	0.01470937757
48	0.01465072302
49	0.01460014769
50	0.01453862893
51	0.01448552379
52	0.01443242704
53	0.01437376928
54	0.01432299734
55	0.01428168237
56	0.01423284845
57	0.01417976193
58	0.01412129643
59	0.01407212865
60	0.01402825443
61	0.01398971782
62	0.01395021059
63	0.01389995765
64	0.01384570331
65	0.01380677856
66	0.01374887993
67	0.01369631395
68	0.01363944482
69	0.01359104201
70	0.01354051072
71	0.0134842907
72	0.01343204196
73	0.01339146372
74	0.01334213142
75	0.01329236151
76	0.0132477931
77	0.01319603194
78	0.01315688419
79	0.01311093238
80	0.01307293873
81	0.0130247713
82	0.01298275727
83	0.01293728466
84	0.01289103526
85	0.01284319173
86	0.01279744869
87	0.01275882422
88	0.01271359639
89	0.01267659257
90	0.01263265147
91	0.01260686873
92	0.01256671848
93	0.01251813191
94	0.01247672612
95	0.01244110133
96	0.01239742211
97	0.01235472145
98	0.01230199723
99	0.01226626903
100	0.01221796666
101	0.01217316814
102	0.01213357207
103	0.01210456612
104	0.01206804408
105	0.01203310796
106	0.01198899057
107	0.01194394484
108	0.01190440598
109	0.01187148834
110	0.01182610052
111	0.01178386332
112	0.01175477168
113	0.01170993167
114	0.01166515382
115	0.01162106787
116	0.01158656852
117	0.01154446703
118	0.01150857819
119	0.01146551396
120	0.01142482476
121	0.0113865742
122	0.01135112989
123	0.01131325295
124	0.01127721069
125	0.01124323751
126	0.01121126298
127	0.0111772404
128	0.01114896856
129	0.01110970235
130	0.01107122169
131	0.01103461973
132	0.01101105385
133	0.01097961495
134	0.01094276954
135	0.01091062597
136	0.01086763948
137	0.01083035057
138	0.01079755997
139	0.0107616077
140	0.0107322543
141	0.0106929199
142	0.01065435287
143	0.01061735451
144	0.01058840408
145	0.01055838172
146	0.01052707185
147	0.01049880146
148	0.01046954299
149	0.01043968764
150	0.01040826462
151	0.01037454278
152	0.01034345915
153	0.01030877249
154	0.01027703139
155	0.01024787278
156	0.01022422364
157	0.01019208442
158	0.01015875932
159	0.01013898086
160	0.01010658613
161	0.0100736816
162	0.01003589618
163	0.01000780295
164	0.009971652976
165	0.009938783835
166	0.009909240099
167	0.009871429749
168	0.009838767754
169	0.009814525187
170	0.009776562365
171	0.009742396318
172	0.009711322605
173	0.009676969511
174	0.009647673226
175	0.009618302338
176	0.009587539501
177	0.009555774753
178	0.00952570091
179	0.009497179975
180	0.009469632969
181	0.009450649122
182	0.009424028554
183	0.009393346009
184	0.009364526244
185	0.009335127477
186	0.009306279079
187	0.009281312763
188	0.009252721022
189	0.009229801388
190	0.009208983727
191	0.009188227935
192	0.00916310354
193	0.00914126505
194	0.009110560033
195	0.009083673468
196	0.009054312251
197	0.009033524992
198	0.009001526353
199	0.008982384632
200	0.008955067974
201	0.008926491559
202	0.008901768472
203	0.0088736432
204	0.008841655137
205	0.008820242948
206	0.008792423918
207	0.008766172189
208	0.00874278242
209	0.008718836574
210	0.008698185765
211	0.008674909948
212	0.008650746073
213	0.00862509422
214	0.008605229059
215	0.008580368956
216	0.008563150454
217	0.008539659531
218	0.008504645299
219	0.008473631375
220	0.008452658092
221	0.008430369149
222	0.008404838558
223	0.008385140043
224	0.00835935281
225	0.008338035422
226	0.008313720702
227	0.008288221264
228	0.008271362121
229	0.008247970916
230	0.008227072565
231	0.008208954906
232	0.008188993166
233	0.008166767605
234	0.008144732348
235	0.00812112275
236	0.008100244828
237	0.00808342889
238	0.008068637777
239	0.008038470554
240	0.008017606452
241	0.007994050457
242	0.007977404779
243	0.00796154035
244	0.00795131908
245	0.007930893825
246	0.007909771374
247	0.007889287915
248	0.007876690429
249	0.007853100908
250	0.007835983942
251	0.007820411797
252	0.007806179283
253	0.007785836055
254	0.00776880071
255	0.007745968732
256	0.007725368308
257	0.007705086855
258	0.007692370462
259	0.007672007258
260	0.007656918209
261	0.007635762737
262	0.00761634115
263	0.007598402061
264	0.007574629094
265	0.007555126067
266	0.007538623674
267	0.007511433608
268	0.007495288911
269	0.007476858519
270	0.007462599815
271	0.007451744613
272	0.007426812282
273	0.007411590238
274	0.007396271933
275	0.007381995093
276	0.007365294211
277	0.007348804355
278	0.007335622455
279	0.007313630374
280	0.007295461917
281	0.007281730285
282	0.007266367709
283	0.007248144011
284	0.007229735889
285	0.007211120639
286	0.007182623273
287	0.007155660184
288	0.007141745088
289	0.007126644409
290	0.007113453237
291	0.00709378962
292	0.007078787489
293	0.007059295954
294	0.00704183769
295	0.00702530333
296	0.007005454775
297	0.006993260718
298	0.006981319007
299	0.006965283135
300	0.006949811383
301	0.00692220781
302	0.006911986043
303	0.006896589273
304	0.00688413239
305	0.006869181192
306	0.006860146889
307	0.006844410555
308	0.006832085366
309	0.006818422526
310	0.006804097757
311	0.006790256995
312	0.00677279102
313	0.006756842532
314	0.006744946221
315	0.006730998568
316	0.006715632018
317	0.006700731332
318	0.006686941693
319	0.006674160156
320	0.006664578262
321	0.006650232728
322	0.006635379954
323	0.006623224555
324	0.006610857271
325	0.006598284545
326	0.006586822756
327	0.00656712795
328	0.006553301651
329	0.006540346105
330	0.006523798552
331	0.006508989308
332	0.006496829175
333	0.006482610748
334	0.006472358187
335	0.006462432432
336	0.006448011189
337	0.006432700373
338	0.006417953333
339	0.006408214488
340	0.006389691886
341	0.006375253845
342	0.006356659492
343	0.00634300284
344	0.006327912489
345	0.006317545339
346	0.0063037733
347	0.006297307847
348	0.006282309587
349	0.006269501558
350	0.006255907419
351	0.006243709871
352	0.006231541596
353	0.006212536653
354	0.006200197017
355	0.006187004668
356	0.006174296636
357	0.006161821267
358	0.00615215007
359	0.006139045559
360	0.006125869946
361	0.006112725394
362	0.006102359304
363	0.006082843655
364	0.006069988893
365	0.006058946063
366	0.00604605042
367	0.006033230332
368	0.006021542624
369	0.006007188681
370	0.005996069198
371	0.005982735497
372	0.005971403986
373	0.005955095558
374	0.005943914948
375	0.005931295179
376	0.005918928279
377	0.005902789447
378	0.005892226814
379	0.005881016302
380	0.005873417
381	0.005862608697
382	0.00585294282
383	0.005843995345
384	0.005836045741
385	0.005825193992
386	0.005805302941
387	0.005792608523
388	0.005779641741
389	0.005769022039
390	0.005759866301
391	0.005757790934
392	0.005752437135
393	0.005741438139
394	0.005733574436
395	0.005727382846
396	0.005717298136
397	0.005704829231
398	0.005692604997
399	0.005670946996
400	0.005660080922
401	0.005656922368
402	0.005646343101
403	0.005634451455
404	0.005624789735
405	0.005618310622
406	0.005612453563
407	0.005599880114
408	0.005585959737
409	0.005573975859
410	0.005562606858
411	0.005544784116
412	0.005535211983
413	0.005524623855
414	0.005513486591
415	0.005502953869
416	0.005489232912
417	0.005479576072
418	0.005468612958
419	0.005462518345
420	0.005456031432
421	0.005441094508
422	0.005429696525
423	0.005416807989
424	0.005407144348
425	0.00539810937
426	0.005387533367
427	0.005379546008
428	0.005369387306
429	0.005362443377
430	0.005353306893
431	0.005341960509
432	0.005331222482
433	0.005328940057
434	0.00532225841
435	0.00531047049
436	0.005300420813
437	0.005292141991
438	0.005282618305
439	0.005273010393
440	0.005263317358
441	0.005253906826
442	0.005249718082
443	0.005243313835
444	0.005226440315
445	0.005218346293
446	0.005205470911
447	0.005193010104
448	0.005190846066
449	0.005180962747
450	0.005170178547
451	0.005166240393
452	0.005159293475
453	0.005149442232
454	0.005146052466
455	0.005130510328
456	0.005119185381
457	0.005107957653
458	0.005103630447
459	0.005096364551
460	0.005083459797
461	0.005070199834
462	0.005064965652
463	0.005057692171
464	0.005050811499
465	0.00504068725
466	0.005030302588
467	0.005016816388
468	0.005002383254
469	0.004990160036
470	0.004981312876
471	0.004978063083
472	0.004973429961
473	0.004957064779
474	0.00495362589
475	0.004939231332
476	0.004928458637
477	0.004922084586
478	0.004914515059
479	0.004905109074
480	0.004898446492
481	0.004893924622
482	0.004892286788
483	0.004883781279
484	0.004881863669
485	0.004880672813
486	0.004873722989
487	0.004865643453
488	0.004859217429
489	0.004853000111
490	0.004846231479
491	0.004837148339
492	0.00482306661
493	0.004817371505
494	0.004814600935
495	0.004800652169
496	0.004787154914
497	0.004781046309
498	0.004778591987
499	0.004771814363
500	0.004763856113
501	0.004761681661
502	0.004755099814
503	0.004748775449
504	0.004736647881
505	0.004736642172
506	0.004722486048
507	0.004720590967
508	0.004707658925
509	0.00469923704
510	0.004691394785
511	0.004681417907
512	0.00467244944
513	0.004665141238
514	0.004658319985
515	0.004650265969
516	0.004648083417
517	0.004639408715
518	0.004625309317
519	0.004618903322
520	0.004612675811
521	0.004606370909
522	0.004593583285
523	0.004583122382
524	0.004576473997
525	0.00456631965
526	0.00455600641
527	0.004544644175
528	0.004534466834
529	0.004529174417
530	0.004525115472
531	0.004520852157
532	0.004510693008
533	0.004500680997
534	0.004488898639
535	0.004483897145
536	0.004477688055
537	0.004465207533
538	0.004457628971
539	0.004445444762
540	0.004435884371
541	0.004426313364
542	0.00442630881
543	0.004420084377
544	0.004417483892
545	0.004408399414
546	0.004404263048
547	0.004398855317
548	0.004389011141
549	0.004382693145
550	0.004372629234
551	0.004366705352
552	0.004359995574
553	0.00435454917
554	0.004344471549
555	0.004339357217
556	0.004328655504
557	0.004322953715
558	0.004313005225
559	0.004309115967
560	0.004297735162
561	0.00429395982
562	0.004287351445
563	0.004287347373
564	0.004282153487
565	0.004278080352
566	0.004267162558
567	0.004259198136
568	0.004252346533
569	0.004244935384
570	0.004242981519
571	0.00423780863
572	0.004234914173
573	0.004223793377
574	0.004213786862
575	0.004213783199
576	0.004210890593
577	0.004204284808
578	0.004199658847
579	0.004195368506
580	0.004188001551
581	0.00417773291
582	0.004173284049
583	0.004170667574
584	0.004168648002
585	0.004162635072
586	0.0041606288
587	0.00415060256
588	0.004141693032
589	0.004136820339
590	0.004134595148
591	0.004124437108
592	0.004122901153
593	0.004116885439
594	0.004109213319
595	0.004109210137
596	0.004108423246
597	0.004105112371
598	0.004101306019
599	0.0040964344
600	0.004091437877
601	0.004085135366
602	0.004077879187
603	0.004069916893
604	0.004060595696
605	0.004056034187
606	0.004050048705
607	0.004041768491
608	0.004040947867
609	0.004040804296
610	0.00403386952
611	0.004031504444
612	0.004023185656
613	0.004016462233
614	0.004008613649
615	0.004005518519
616	0.003996506806
617	0.003988966984
618	0.003985083587
619	0.003981822467
620	0.003974826957
621	0.003967726694
622	0.003967018191
623	0.003966554078
624	0.003964057714
625	0.003960187549
626	0.003955792092
627	0.003955789636
628	0.003948367266
629	0.00394595771
630	0.003944811462
631	0.003938978574
632	0.003938585714
633	0.003930364155
634	0.003924098399
635	0.003916949545
636	0.003910587199
637	0.003901749259
638	0.0038986487
639	0.003895442554
640	0.003894775781
641	0.003892916302
642	0.003892806424
643	0.003889898558
644	0.003881495082
645	0.003879874327
646	0.003876347963
647	0.003869238386
648	0.003864442241
649	0.003862253342
650	0.003856366555
651	0.003850771394
652	0.003843516361
653	0.003842252975
654	0.003837189234
655	0.003835925224
656	0.003829178164
657	0.003825883196
658	0.003820927876
659	0.003817369785
660	0.003815818409
661	0.003813363106
662	0.003810120574
663	0.00380621542
664	0.003803076869
665	0.00379519241
666	0.003790455103
667	0.003786591733
668	0.003780054305
669	0.003773787148
670	0.003770919416
671	0.003766090874
672	0.003762165215
673	0.003760015405
674	0.003757933166
675	0.003755480063
676	0.003748996705
677	0.003747688973
678	0.003744549734
679	0.003742783668
680	0.003736993926
681	0.003736992386
682	0.003732470556
683	0.003730816005
684	0.00372705
685	0.003725512488
686	0.003717482706
687	0.003715102581
688	0.003712003611
689	0.003705866876
690	0.003705862919
691	0.003703915029
692	0.003702683465
693	0.003702490282
694	0.003700445904
695	0.00369837343
696	0.003694094287
697	0.003688388461
698	0.003684372841
699	0.003677839915
700	0.0036753731
701	0.003673877907
702	0.003667810661
703	0.003660933722
704	0.003659507288
705	0.003657243824
706	0.003651981576
707	0.003650333401
708	0.003646841242
709	0.003645739575
710	0.003642717975
711	0.003642138658
712	0.003639132908
713	0.003636399337
714	0.003635731252
715	0.003633903863
716	0.003633902725
717	0.003632946111
718	0.003626583907
719	0.003623251683
720	0.003622177736
721	0.00361827537
722	0.003615775619
723	0.003612929008
724	0.003610061671
725	0.003609060688
726	0.00360661684
727	0.003606615816
728	0.003604459814
729	0.003603810371
730	0.00359967847
731	0.003593069779
732	0.00359306881
733	0.003589236868
734	0.003583177623
735	0.003583176678
736	0.003581587144
737	0.003576367594
738	0.003573376006
739	0.003573340986
740	0.003566855426
741	0.003565771607
742	0.00355925407
743	0.003559031639
744	0.003555038816
745	0.003551264413
746	0.003548091367
747	0.00354629114
748	0.003543629714
749	0.003543350441
750	0.003541959465
751	0.003534446322
752	0.003529434806
753	0.003525737916
754	0.003523200547
755	0.003520549299
756	0.003517215185
757	0.003511558467
758	0.003510912178
759	0.003509329817
760	0.0035057114
761	0.003502294727
762	0.00350007436
763	0.003500073508
764	0.003495324136
765	0.00349216786
766	0.003485579625
767	0.003485479294
768	0.003483230067
769	0.003478260329
